Reference Type,Author,Title,Year,Secondary Title,DOI,URL,Abstract,Keywords,Label
Conference Proceedings,Malik A.A.; Tosh D.K.; Ghosh U.,Non-Intrusive Deployment of Blockchain in Establishing Cyber-Infrastructure for Smart City,2019,"Annual IEEE Communications Society Conference on Sensor, Mesh and Ad Hoc Communications and Networks workshops",10.1109/SAHCN.2019.8824921,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073032407&doi=10.1109%2fSAHCN.2019.8824921&partnerID=40&md5=a859f8bb3b7765b626cef38e5863f2e6,"Internet-of-Things has emerged to develop smart communities so that real time sensing and decision can improve operational efficiency and quality of lives. However, establishing such infrastructure can be exceptionally intricate due to the vast variety of devices and the implemented technologies. Also, it poses several unique challenges, such as heterogeneity of the infrastructure, type, and scale of deployment, security, privacy, and inter-operability. One primary concern in a smart city environment is the capabilities of typically end-IoT devices which are vulnerable to security threats and prone to confidentiality and integrity breach of data. Blockchain can potentially address these security challenges due to the distributed ledger's inherent properties. In this paper, we propose a decentralized architecture using the Blockchain to provide a secure and resilient smart city infrastructure that can run the ledger service over a distributed network. We consider a permissioned Blockchain, Hyperledger Sawtooth, and to automate and to overcome the infrastructural challenges concerning the smart city deployment, and we provide a systematic methodology that automates the deployment process and saves a significant amount of time. We simulate and deploy a Blockchain-integrated smart city environment using the proposed seamless deployment strategy using our automation module. With the proposed deployment scheme, we improve the Blockchain-based infrastructure development time by 82% compared to the traditional deployment approach. © 2019 IEEE.",Blockchain; Decentralized Deployment; Hyperledger Sawtooth; Smart City,Malik:2019:1
Conference Proceedings,Siris V.A.; Dimopoulos D.; Fotiou N.; Voulgaris S.; Polyzos G.C.,Trusted D2D-based IoT resource access using smart contracts,2019,"20th IEEE International Symposium on A World of Wireless, Mobile and Multimedia Networks, WoWMoM 2019",10.1109/WoWMoM.2019.8793041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071510667&doi=10.1109%2fWoWMoM.2019.8793041&partnerID=40&md5=0c9b0e51d300385272ef19345ccbbbff,"We present and evaluate models that allow clients to access IoT resources using secure and trusted device-to-device (D2D) communication, while utilizing smart contracts to obtain the benefits of blockcain technology. These benefits include decentralized trust, immutability, transparency, and high availability. The models consider different network connection capabilities of the clients and the IoT resources, namely continuous network connectivity and D2D-only connectivity. We describe two approaches for utilizing blockchains and smart contracts in the authorization process: in the first approach, only hashes of the authorization information are recorded on the blockchain. In the second approach, a smart contract handles authorization requests. We implement the approaches using the OAuth 2.0 delegated authorization framework and evaluate the implementations on the public Ethereum testnet Rinkeby, in terms of execution cost, contract creation cost, and delay. Our evaluation quantifies the tradeoffs of blockchain cost and smart contract functionality, such as blocking and non-blocking operation, and the reduction of the transaction cost that can be achieved when multiple authorization requests are concatenated in a single transaction. © 2019 IEEE.",Blockchains; Constrained IoT devices; Delegated authorization; Distributed ledgers,Siris:2019:1
Conference Proceedings,Rahman M.A.; Rashid M.; Barnes S.; Shamim Hossain M.; Hassanain E.; Guizani M.,An IoT and blockchain-based multi-sensory in-home quality of life framework for cancer patients,2019,"2019 15th International Wireless Communications and Mobile Computing Conference, IWCMC 2019",10.1109/IWCMC.2019.8766496,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073913274&doi=10.1109%2fIWCMC.2019.8766496&partnerID=40&md5=9d6bb1dc47e2bfe72b3e8cb36fa22c5d,"Once a subject is diagnosed with cancer, a patient goes through a series of diagnosis and tests, referred to as after cancer treatment. Due to the nature of the treatment and side effects on regular lifestyles, maintaining quality of life in the home environment is a challenging task. Sometimes within a home environment, a cancer patient's situation changes abruptly, as the functionality of certain organs deteriorate, which affects their quality of life. In this paper, we propose a Blockchain and off-chain based framework which will allow multiple medical and ambient intelligent IoT sensors to capture quality of life information from one's home environment and securely share it with one's community of interest. Using our proposed framework, both transactional records and multimedia big data - consisting of a user's physiological as well as mental states - can be shared with an oncologist or palliative care unit for real-time decision support. We have also developed Blockchain-based data analytics, which will allow a clinician to visualize the immutable history of the patient's data available from an in-home secure monitoring system for a better understanding of a patient's current or historical states. We further designed a generic oncologist smart contract and digital wallet for different stakeholders to automate the treatment plan of a particular patient. Finally, we will present our current implementation status, which provides significant encouragement for further development. © 2019 IEEE.",Cancer therapy; Care at home; Quality of life; Smart living; Therapy,Rahman:2019:1
Article,Wang Y.; Su Z.; Zhang N.,Bsis: Blockchain-based secure incentive scheme for energy delivery in vehicular energy network,2019,IEEE Transactions on Industrial Informatics,10.1109/TII.2019.2908497,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067334318&doi=10.1109%2fTII.2019.2908497&partnerID=40&md5=d475f43c167702ebe5697b21fc4e4d86,"Vehicular energy network (VEN), as an important part of the Internet of Things for the smart city, can facilitate the renewable energy (RE) transportation over a large geographical area by means of electric vehicles (EVs) through wireless power transfer technology. However, due to the potential security vulnerability in VEN, EV users can be attacked by external or internal adversaries. In addition, owing to the selfishness of EVs, it is a great challenge to optimally schedule the charging/discharging behaviors of EVs to realize regional energy balance in VEN. To tackle the above issues, this paper proposes a blockchain-based secure incentive scheme for energy delivery in VEN. First, a novel permissioned energy blockchain system is introduced in VEN to implement secure energy delivery services for EVs and energy nodes through the use of distributed ledgers and cryptocurrency. Second, a proof of reputation consensus protocol is proposed to efficiently reach consensus in energy blockchain, where the reputation derivation is constructed based on the local trust computing and credibility computing. Third, motivated by the pricing mechanism, an incentive model is developed to stimulate EVs to cooperatively deliver RE to various areas with different electricity loads while maximizing EVs' utilities. Finally, extensive numerical results are provided, which demonstrate the efficiency of the proposed scheme through the comparison with conventional schemes. © 2005-2012 IEEE.",Blockchain; Electric vehicles (evs); Proof of reputation (por); Vehicular energy network (ven); Wireless power transfer,Wang:2019:1
Conference Proceedings,Tang B.; Kang H.; Fan J.; Li Q.; Sandhu R.,IoT passport: A blockchain-based trust framework for collaborative internet-of-things,2019,"Proceedings of ACM Symposium on Access Control Models and Technologies, SACMAT",10.1145/3322431.3326327,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067205375&doi=10.1145%2f3322431.3326327&partnerID=40&md5=cdba9246dabbc6de90c66969150d8864,"Internet-of-Things (IoT) is a rapidly-growing transformative expansion of the Internet with increasing influence on our daily life. Since the number of ""things"" is expected to soon surpass human population, control and automation of IoT devices has received considerable attention from academia and industry. Cross-platform collaboration is highly desirable for better user experience due to fragmentation of user needs and vendor products with time. Centralized approaches have been used to build federated trust among platforms and devices, but limit diversity and scalability. We propose a decentralized trust framework, called IoT Passport, for cross-platform collaborations using blockchain technology. IoT Passport is motivated by the familiar use of passports for international travel but with greater dynamism. It enables platforms to establish arbitrary trust relations with each other containing specific rules for intended collaborations, enforced by a combination of smart contracts. Each interaction among devices is signed by the participants and recorded on the blockchain. The records are utilized as attributes for authorization and as proofs of incentive plans. This approach incorporates the preferences of participating platforms and end users, and opens new avenues for collaborative edge computing as well as research on blockchain-based access control mechanism for IoT environments. © 2019 Copyright held by the owner/author(s).",Access control; Blockchain; Internet of things; Trust framework,Tang:2019:1
Article,Ren Y.; Zhu F.; Qi J.; Wang J.; Sangaiah A.K.,Identity management and access control based on blockchain under edge computing for the industrial internet of things,2019,Applied Sciences (Switzerland),10.3390/app9102058,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066459796&doi=10.3390%2fapp9102058&partnerID=40&md5=bcbceb1a0db068d8d73eee0fb5555c1b,"Edge computing provides a unified platform for computing, networking, and storage resources, enabling data to be processed in a timely and effcient manner near the source. Thus, it has become the basic platform for industrial Internet of things (IIoT). However, computing0s unique features have also introduced new security problems. To solve the problem, in this paper, blockchain-based identity management combining access control mechanism is designed under edge computing. The self-certified cryptography is utilized to realize the registration and authentication of network entities. We bind the generated implicit certificate to its identity and construct the identity and certificate management mechanism based on blockchain. Secondly, an access control mechanism based on Bloom filter is designed and integrated with identity management. Moreover, for secure communication in resource-constrained edge devices, a lightweight secret key agreement protocol based on self-authenticated public key is constructed. These mechanisms work together to provide data security guarantees for IIoT such as authentication, auditability, and confidentiality. © 2019 by the authors.",Access control; Edge computing; Identity management; Industrial internet of things,Ren:2019:1
Conference Proceedings,Wen Q.; Gao Y.; Chen Z.; Wu D.,A blockchain-based data sharing scheme in the supply chain by IIoT,2019,"Proceedings - 2019 IEEE International Conference on Industrial Cyber Physical Systems, ICPS 2019",10.1109/ICPHYS.2019.8780161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070874364&doi=10.1109%2fICPHYS.2019.8780161&partnerID=40&md5=be15c48b95097e73c801373e760c7116,"A supply chain is a system that includes multiple entities such as suppliers, manufacturers, carriers, retailers, and customers. How to encourage the willingness to cooperate and share information between these entities has always been one of the major challenges in the field of supply chain management. The Industrial Internet of Things (IIoT) can help entities get real-time data in the supply chain to share the key information and reduce costs. However, the supply chain not only needs to know how to gather the data but also ensures that the data processed is not leaked. Since Blockchain, as the main technology of Bitcoin, has the advantages of traceability and anti-counterfeiting, blockchain is the right tool to tackle the date sharing problem in supply chain. In this paper, we connect IIoT devices to the blockchain by combining the monitoring and recording of IIoT devices and storing real-time data in the network by smart contract. In addition, a blockchain-based supply chain structure is proposed. This structure provides collaboration solutions between different entities in the supply chain. In this structure, a fine-grained data sharing scheme for supply chain is proposed. By setting access policies to the smart contract, only the companies that satisfy the attributes of access policies can execute the smart contract and view the details of the transaction. The proposed scheme ensures reliability of data in the supply chain, and the privacy protection of the chain. © 2019 IEEE.",Attribute-based Encryption; Blockchain; Industrial Internet of Things; Smart Contract; Supply chain,Wen:2019:1
Conference Proceedings,Li M.; Tang H.; Wang X.,Mitigating routing misbehavior using blockchain-based distributed reputation management system for IoT Networks,2019,"2019 IEEE International Conference on Communications Workshops, ICC Workshops 2019 - Proceedings",10.1109/ICCW.2019.8757083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070290028&doi=10.1109%2fICCW.2019.8757083&partnerID=40&md5=45cdcf4bedd13e8f14a7bf1eec4e0648,"With the rapid proliferation of Internet of Thing (IoT) devices, many security challenges could be introduced at low-end routers. Misbehaving routers affect the availability of the networks by dropping packets selectively and rejecting data forwarding services. Although existing Reputation Management (RM) systems are useful in identifying misbehaving routers, the centralized nature of the RM center has the risk of one-point failure. The emerging blockchain techniques, with the inherent decentralized consensus mechanism, provide a promising method to reduce this one-point failure risk. By adopting the distributed consensus mechanism, we propose a blockchain-based reputation management system in IoT networks to overcome the limitation of centralized router RM systems. The proposed solution utilizes the blockchain technique as a decentralized database to store router reports for calculating reputation of each router. With the proposed reputation calculation mechanism, the reliability of each router would be evaluated, and the malicious misbehaving routers with low reputations will be blacklisted and get isolated. More importantly, we develop an optimized group mining process for blockchain technique in order to improve the efficiency of block generation and reduce the resource consumption. The simulation results validate the distributed blockchain-based RM system in terms of attacks detection and system convergence performance, and the comparison result of the proposed group mining process with existing blockchain models illustrates the applicability and feasibility of the proposed works. © 2019 IEEE.",Blockchain; Distributed reputation management; IoT; Routing protection,Li:2019:1
Conference Proceedings,Tzianos P.; Pipelidis G.; Tsiamitros N.,Hermes: An open and transparent marketplace for iot sensor data over distributed ledgers,2019,ICBC 2019 - IEEE International Conference on Blockchain and Cryptocurrency,10.1109/BLOC.2019.8751331,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069147138&doi=10.1109%2fBLOC.2019.8751331&partnerID=40&md5=61702fbcb5788fa872cafa141e27f955,"Internet-of-Things (IoT) sensors have become cheaper and more ubiquitous than ever [1]. From smart thermometers to home assistants and smartphones, massive amounts of data are being streamed in real-time by sensors that are continuously connected to the web. However, these data tend to be amassed in private silos that are difficult to access. Many private companies and public institutions could build valuable services with these data but so far few solutions have been proposed on how to bridge this gap. In this paper we introduce Hermes, a platform for trading sensor data using distributed ledgers as intermediaries to add safeguards against malicious behavior. © 2019 IEEE.",blockchain; data marketplace; IoT; IOTA; Merkle Tree; peer-to-peer; Tangle,Tzianos:2019:1
Conference Proceedings,Qiao G.; Leng S.; Chai H.; Asadi A.; Zhang Y.,Blockchain Empowered Resource Trading in Mobile Edge Computing and Networks,2019,IEEE International Conference on Communications,10.1109/ICC.2019.8761664,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070188650&doi=10.1109%2fICC.2019.8761664&partnerID=40&md5=542a534097712e126bb877bb9cf4d4b9,"This paper proposes a new device-to-device edge computing and networks (D2D-ECN) framework which facilitates low-latency execution of real-time Internet-of Things applications through computation offloading with minimal overhead. Our framework accounts for key challenges of D2D-ECN in terms of the efficiency of the resource management and the resulting security concerns caused by lacking trustworthy between task owners and resource providers. In particular, we propose to use a blockchain-empowered framework for implementing resource trading and task assigment as the smart contracts. However, the existing Proof-of-Work (PoW) is impractical for the resource-constrained IoT devices due to high computational complexity of the mining process. Thus, we present a reputation-based consensus mechanism called proof-of-reputation (PoR), where the device with the highest reputation score is responsible for packaging the resource transactions and reputation records in the blockchain. Furthermore, we evaluate the reputation score of each device according to the current computation performance and history reputation. Security, feasibility analysis and numerical results show that our proposed computation offloading scheme can be deployed in the decentralized D2D-ECN system safely and effectively. © 2019 IEEE.",,Qiao:2019:1
Conference Proceedings,Frahat R.T.; Monowar M.M.; Buhari S.M.,Secure and Scalable Trust Management Model for IoT P2P Network,2019,"2nd International Conference on Computer Applications and Information Security, ICCAIS 2019",10.1109/CAIS.2019.8769467,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073892043&doi=10.1109%2fCAIS.2019.8769467&partnerID=40&md5=16827c321696ab418fed2b5158cbd99a,"IoT trust management is a security solution that assures the trust between different IoT entities before establishing any relationship with other anonymous devices. Recent researches presented in the literature tend to use a Blockchain-based trust management model for IoT besides the fog node approach in order to address the constraints of IoT resources. Actually, Blockchain has solved many drawbacks of centralized models. However, it is still not preferable for dealing with massive data produced by IoT because of its drawbacks such as delay, network overhead, and scalability issues. Therefore, in this paper we define some factors that should be considered when designing scalable models, and we propose a fully distributed trust management model for IoT that provide a large-scale trust model and address the limitations of Blockchain. We design our model based on a new approach called Holochain considering some security issues, such as detecting misbehaviors, data integrity and availability. © 2019 IEEE.",Blockchain; component; DHT; Holochain; Internet of Things; IoT Security; IoT Trust Management; P2P network,Frahat:2019:1
Conference Proceedings,Zinonos Z.; Christodoulou P.; Andreou A.; Chatzichristofis S.,ParkChain: An IoT parking service based on blockchain,2019,"Proceedings - 15th Annual International Conference on Distributed Computing in Sensor Systems, DCOSS 2019",10.1109/DCOSS.2019.00123,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071942101&doi=10.1109%2fDCOSS.2019.00123&partnerID=40&md5=c27aac0ba5601affd89260b893f82c1b,"The IoT ecosystem is evolving quickly, developing several applications in different sectors. The majority of these applications use centralized infrastructures something that poses several challenges especially related to trust and data security. Recently, blockchain has been introduced as an effective solution to IoT applications trying to provide solutions to these challenges. In this paper, we introduce a new decentralized IoT application using blockchain technology, namely, ParkChain. The ParkChain application operates in a way that no one can delete, revert, hack or question the time a registered vehicle securely entered a parking area. In order to evaluate ParkChain, we have implemented the smart contract on top of Ethereum Blockchain along with a traditional Image Processing / Computer Vision approach for License Plate Recognition, and using a Raspberry Pi we control the access on a parking place. We report on several experiments that assess the performance of ParkChain application. © 2019 IEEE.",Applications; Blockchain; Internet of Things; Parking application,Zinonos:2019:1
Conference Proceedings,Junfithrana A.P.; Liani E.; Suwono M.Z.; Meldiana D.; Suryana A.,"Rice donation system in orphanage based on internet of things, raspberry-pi, and blockchain",2019,"Proceedings - 2018 4th International Conference on Computing, Engineering, and Design, ICCED 2018",10.1109/ICCED.2018.00053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065250115&doi=10.1109%2fICCED.2018.00053&partnerID=40&md5=6a9a4eef6679b1bc6f4b48163e412aa1,"IoT utilization in daily lives is very potential and can be applied in various fields, unfortunately the implementation in the social field still lacking. The large number of orphanages in Indonesia caused information distribution not easily available, however donors find it difficult to get the right information about food reserves, especially rice stock in orphanages. This paper proposes an IoT-based system where rice stocks in orphanages can be detected by Raspberry pi which is connected to sensors, data information from raspberry-pi connected to the network that can be accessed and monitored by mobile applications. This application designed for service providers, donors and rice suppliers. Donors send rice through financial transactions with service providers, and rice suppliers will ship items to the orphanage. Blockchain technology is applied to all parties in order to be transparent and reduce transaction manipulation. © 2018 IEEE.",Blockchain; Donation; Internet Of Things; Orphanage; Raspberry-pi,Junfithrana:2019:1
Conference Proceedings,Pinjala S.K.; Sivalingam K.M.,DCACI: A decentralized lightweight capability based access control framework using iota for internet of things,2019,"IEEE 5th World Forum on Internet of Things, WF-IoT 2019 - Conference Proceedings",10.1109/WF-IoT.2019.8767356,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073911895&doi=10.1109%2fWF-IoT.2019.8767356&partnerID=40&md5=d53c777edc8ef8a81188a28026524424,"Security and Privacy are some of the important aspects to be considered in the large-scale deployment of Internet of Things (IoT) systems. Due to the large number of IoT devices and the different administrative domains in which they operate, traditional approaches involving a Centralized server for managing Authorizations will not be scalable or efficient. In this paper, we propose a Decentralized Capability-Based Access Control framework using IOTA (DCACI); IOTA is an open-source distributed ledger that enables fee-less micro transactions for the IoT. The DCACI framework enables complete privacy and integrity of the Capability tokens using IOTA's Masked Authenticated Messaging (MAM) technology. It enables device owners and users to Grant, Update, Delegate and Revoke the capability tokens. The proposed DCACI framework has been implemented as a proof-of-concept on a resource constrained machine; the results indicate that it is capable of scaling up to large-scale infrastructure such as a Smart City, having millions of IoT devices. © 2019 IEEE.",Blockchain; Capability Based Access Control; Internet of Things.; IOTA,Pinjala:2019:1
Conference Proceedings,Javaid U.; Aman M.N.; Sikdar B.,DrivMan: Driving trust management and data sharing in VANETs with blockchain and smart contracts,2019,IEEE Vehicular Technology Conference,10.1109/VTCSpring.2019.8746499,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068782025&doi=10.1109%2fVTCSpring.2019.8746499&partnerID=40&md5=902dc5c49a7f512a302eb3df90c9704a,"The development of Internet of Things (IoT) has paved way for the Internet of Vehicles (IoV) and intelligent transportation systems (ITS). Vehicular ad-hoc networks (VANETs) are indispensable for ITS with intelligent vehicles (IV) as their key players. To ensure proper and reliable VANET operation, IVs need secure inter- and intra-network communication with trust and reliability of data (provenance). This paper aims to provide trust management in VANETs by proposing a trustless system model using blockchain and a certificate authority (CA) for registering IVs as well as revoking their registration if need be. Furthermore, to preserve data reliability, this paper uses physical unclonable functions (PUFs). Implementation of DrivMan shows that it is able to establish distributed trust management and enables secure data sharing while preserving the privacy of IVs. © 2019 IEEE.",Blockchain; Certificate authority (CA); Intelligent transportation system (ITS); Physical unclonable function (PUF); Smart contract; Vehicular ad-hoc network (VANET),Javaid:2019:1
Conference Proceedings,Boussard M.; Papillon S.; Peloso P.; Signorini M.; Waisbard E.,STewARD:SDN and blockchain-based Trust evaluation for Automated Risk management on IoT Devices,2019,"INFOCOM 2019 - IEEE Conference on Computer Communications Workshops, INFOCOM WKSHPS 2019",10.1109/INFCOMW.2019.8845126,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073250918&doi=10.1109%2fINFCOMW.2019.8845126&partnerID=40&md5=fa5927a6f135a3a49232aa4a456fbe6a,"The Internet of Things (IoT) carries a big promise, to improve our lives through numerous connected devices that interact with one another. Unfortunately, some of these devices are of questionable security, becoming targets of choice for numerous exploits. This can result in compromising the home network, as well as large scale attacks such as the recent Mirai network of botnets that was used in a DDoS attack. The problem is that end users have a hard time assessing the risks induced by connected devices, and often lack the skills and time to administrate their home network. We answer the above challenge by proposing STewARD, a solution that allows users to easily request from their intelligent home network controller the creation of isolated software-defined network slices, to which they assign a required trust level using very simple risk assessment. We build a global trust assessment framework that computes a trust score for each class of devices, based on reported history stored in a blockchain. Network controllers can then leverage this information to connect to slices only those devices that meet the expected trust levels, and can contribute to the crowd-sourced reporting by monitoring the devices' behaviors compared to an expected baseline. © 2019 IEEE.",Access Control; Blockchain; Distributed Ledger; Home networking; Internet of Things; Risk management; Security; Software-Defined Networking; Trust,Boussard:2019:1
Article,Singh S.; Ra I.-H.; Meng W.; Kaur M.; Cho G.H.,SH-BlockCC: A secure and efficient Internet of things smart home architecture based on cloud computing and blockchain technology,2019,International Journal of Distributed Sensor Networks,10.1177/1550147719844159,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064924630&doi=10.1177%2f1550147719844159&partnerID=40&md5=aad7f036c39551554f38aba9e6772ea3,"The growing demand for human-independent comfortable lifestyle has emboldened the development of smart home. A typical keenly intellective home includes many Internet of things contrivances that engender processes and immensely colossal data to efficiently handle its users’ demands. This incrementing demand raises a plethora of concern cognate to a smart home system in terms of scalability, efficiency, and security. All these issues are tedious to manage, and the existing studies lack the granularity for surmounting them. Considering such a requisite of security and efficiency as a quandary at hand, this article presents a secure and efficient smart home architecture, which incorporates the blockchain and the cloud computing technologies for a cumulated solution. Because of the decentralized nature of blockchain technology, it can serve the processing services and make the transaction copy of the collected sensible user data from smart home. To ensure the security of smart home network, our proposed model utilizes the multivariate correlation analysis technique to analyze the network traffic and identify the correlation between traffic features. We have evaluated the performance of our proposed architecture using different parameters like throughput and discovered that blockchain is an efficient security solution for the future Internet of things network. © The Author(s) 2019.",blockchain; cloud computing; Internet of things; security attacks,Singh:2019:1
Conference Proceedings,Fan C.; Khazaei H.; Chen Y.; Musilek P.,Towards a scalable dag-based distributed ledger for smart communities,2019,"IEEE 5th World Forum on Internet of Things, WF-IoT 2019 - Conference Proceedings",10.1109/WF-IoT.2019.8767342,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073899959&doi=10.1109%2fWF-IoT.2019.8767342&partnerID=40&md5=7902d275fc1ec54038a8be10426190fe,"In recent years, Distributed Ledger Technology (DLT) has been playing a more and more important role in building trust and security for Internet of Things (IoT). However, the unacceptable performance of the current mainstream DLT systems such as Bitcoin can hardly meet the efficiency and scalability requirements of IoT. In this paper, we propose a scalable transactive smart homes infrastructure by leveraging a Directed Acyclic Graph (DAG) based DLT and following the separation of concerns (SOC) design principle. Based on the proposed solution, an experiment with 40 Home Nodes is conducted to prove the concepts. From the results, we find that our solution provides a high transaction speed and scalability, as well as good performance on security and micropayment which are important in IoT settings. Then, we conduct an analysis and discuss how the new system breaks out the well-known Trilemma, which claims that it is hard for a DLT platform to simultaneously reach decentralization, scalability and security. Finally, we conclude that the proposed DAG-based distributed ledger is an effective solution for building an IoT infrastructure for smart communities. © 2019 IEEE.",Blockchain; DAG; Distributed Leger; Energy Transaction; Internet of Things; Smart Community; Smart Home,Fan:2019:1
Conference Proceedings,Wrona K.; Jarosz M.,Use of blockchains for secure binding of metadata in military applications of IoT,2019,"IEEE 5th World Forum on Internet of Things, WF-IoT 2019 - Conference Proceedings",10.1109/WF-IoT.2019.8767315,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073907830&doi=10.1109%2fWF-IoT.2019.8767315&partnerID=40&md5=700c10715e5bf5c4cba88cb1d08c699e,"Blockchains offer an interesting solution to some of the security challenges encountered in military applications. They are particularly attractive in the scenarios, where it is difficult or even impossible to establish a common root of trust, e.g., in the context of civil-military collaboration, where military organizations need to build trusted information exchange infrastructure with various types of civilian governmental and non-governmental organizations, local communities, commercial companies and private persons. In our work, we discuss how blockchain can be used to store metadata describing information collected from the IoT devices owned by the federation members as well as crowdsourced from sensors belonging to private users. We present a high level architecture for a metadata binding solution using blockchains compliant with STANAG 4774 and 4778. We also describe a concrete technical solution based on Hyperledger Fabric and some of the open issues. © 2019 IEEE.",,Wrona:2019:1
Conference Proceedings,Tantidham T.; Aung Y.N.,Emergency Service for Smart Home System Using Ethereum Blockchain: System and Architecture,2019,"2019 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2019",10.1109/PERCOMW.2019.8730816,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068013694&doi=10.1109%2fPERCOMW.2019.8730816&partnerID=40&md5=de315909c741169dbb2252f36edf6e7f,"Due to emerging disruptive technologies, Internet of Things (IoT) play a vital role for smart living domains, for examples, elderly and disabilities healthcare services and home safety and security monitoring and automation control services. These systems will send automatically an emergency call with home user information and location as a privacy data to public services like hospitals, police offices, or fire departments. This paper introduces emergency service for a Smart Home System (SHS) based on Ethereum blockchain with smart contract for decentralized handling access control among untrusted public services so called Home Service Providers (HSPs) and smart home IoT devices. Our SHS testbed consists of (1) smart home sensor manger equipped with Raspberry Pi (RPi) represented as an edge IoT gateway for gathering environmental sensor data, (2) HSP miners deployed Meteor and Ethereum platform, and (3) web-based applications for home users and HSP staffs. Furthermore, our contribution includes the integration of digital signature for the IoT device authentication, the One Time Passcode with QR code for HSP staff access control, and IPFS for manipulating emergency call from SHS in peers. Our implementation results focusing on HSP miners will be presented and analysed. © 2019 IEEE.",Emergency; Ethereum; Internet of Things (IoT); IPFS; One Time Passcode; Private Blockchain; Smart Contract; Smart Home,Tantidham:2019:1
Conference Proceedings,Pillai A.; Sindhu M.; Lakshmy K.V.,Securing Firmware in Internet of Things using Blockchain,2019,"2019 5th International Conference on Advanced Computing and Communication Systems, ICACCS 2019",10.1109/ICACCS.2019.8728389,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067921371&doi=10.1109%2fICACCS.2019.8728389&partnerID=40&md5=f445e45ae9d1e8b17b0b5ca1f8c27975,"As of today, most of the Internet of Things (IoT) devices work in a centralized environment. With IoT devices having to execute thousands of operations per second, it has become difficult for centralized systems to handle such platforms. Also, factors like operational and maintenance cost of these server machines and danger of DoS(Denial of Service) attack on such servers has threatened the practitioners to come up with a more distributed way of storing the contents. With its decentralized and privacy preserving features, blockchain technology fits well into the scheme of things. This mitigates the quintessential challenges faced in most of the centralized systems. In this paper, we are focusing on the new firmware update scheme to perform the update operations securely. We propose a blockchain based solution for managing firmware updates in IoT. Improper management of devices and distribution of firmware updates from the device vendor could sabotage the IoT ecosystem. The objective of this proposed scheme is to verify and distribute the firmware binaries securely to the IoT device deployed by the device vendor. The PUSH-based method is used for a firmware update in which verification of firmware is done by Hash Chain. It preserves the integrity of firmware by linking the latest version information by previous versions information with the help of a smart contract mechanism. © 2019 IEEE.",Blockchain; Firmware Update; Internet of Things; Smart Contracts,Pillai:2019:1
Conference Proceedings,Asare B.T.; Quist-Aphetsi K.; Nana L.,Nodal Authentication of IoT Data Using Blockchain,2019,"Proceedings - 2019 International Conference on Computing, Computational Modelling and Applications, ICCMA 2019",10.1109/ICCMA.2019.00028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068824624&doi=10.1109%2fICCMA.2019.00028&partnerID=40&md5=83d1665891c79e561b0b6b6b8d46b97f,"Pervasive systems over the years continuous to grow exponentially. Engagement of IoT in fields such as Agriculture, Home automation, industrial applications etc is on the rise. Self organizing networks within the IoT field give rise to engagement of various nodes for data communication. The rise in Cyber-Attacks within IoT pose a lot of threat to these connected nodes and hence there is a need for data passing through nodes to be verified during communication. In this paper we proposed a nodal authentication approach in IoT using blockchain in securing the integrity of data passing through the nodes in IoT. In our work, we engaged the GOST algorithm in our approach. At the end, we achieved a nodal authentication and verification of the transmitted data. This makes it very difficult for an attacker to fake a node in the communication chain of the connected nodes. Data integrity was achieved in the nodes during the communication. © 2019 IEEE.",Blockchain; Cloud Computing; Cloud Security; GOST Algorithm; IoT,Asare:2019:1
